*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=led_grid
*Date=01:02:37
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
969;;;57.621;-89.3986;0;Bottom;Via443
970;;;157.696;-129.076;0;Bottom;Via115
971;;;24.4078;-40.3591;0;Bottom;Via2
972;;;176.835;-44.7424;0;Bottom;Copper Fill180
973;;5050;56.0623;-98.7774;0;Top;RGB SMD LED80
974;;;41.021;-38.7988;0;Bottom;Copper Fill413
975;;;136.017;-40.4244;0;Bottom;Copper Fill432
976;;;56.896;-100.241;0;Bottom;Copper Fill68
977;;;84.3511;-69.2674;0;Bottom;Via413
978;;;67.6918;-40.5135;0;Bottom;Via78
979;;;156.03;-108.198;0;Bottom;Via215
980;;;136.037;-118.232;0;Bottom;Via128
981;;;144.739;-19.3641;0;Bottom;Via544
982;;;85.9446;-108.162;0;Bottom;Via254
983;;;66.1416;-119.495;0;Bottom;Copper Fill292
984;;;34.5223;-99.3771;0;Bottom;Via286
985;;;54.5665;-139.45;0;Bottom;Via81
986;;5050;166.033;-39.8169;0;Top;RGB SMD LED29
987;;5050;56.02;-58.7905;0;Top;RGB SMD LED128
988;;;100.559;-8.903;0;Bottom;Copper Fill445
989;;;35.9763;-97.8746;0;Bottom;Via285
990;;;66.1986;-138.19;0;Bottom;Via74
991;;;176.022;-97.9652;0;Bottom;Via202
992;;;36.0477;-117.917;0;Bottom;Via189
993;;;107.785;-119.349;0;Bottom;Via149
994;;;26.1509;-138.247;0;Bottom;Via3
995;;;98.6917;-20.9426;0;Bottom;Copper Fill451
996;;;166.127;-88.084;0;Bottom;Via316
997;;;175.209;-53.4038;0;Bottom;Copper Fill165
998;;;177.634;-69.1063;0;Bottom;Via299
999;;;96.9264;-93.7898;0;Bottom;Copper Fill81
1000;;5050;46.1388;-138.814;0;Top;RGB SMD LED3
1001;;sot23-3;8.78886;-60.3641;-90;Top;Q9
1002;;;147.688;-69.126;0;Bottom;Via336
1003;;5050;156.091;-88.8325;0;Top;RGB SMD LED140
1004;;;136.881;-113.83;0;Bottom;Copper Fill41
1005;;;117.752;-139.389;0;Bottom;Via43
1006;;;98.7389;-21.3641;0;Bottom;Via529
1007;;;96.0882;-129.375;0;Bottom;Copper Fill279
1008;;;126.018;-39.3586;0;Bottom;Via41
1009;;;44.4808;-119.419;0;Bottom;Via185
1010;;;96.1452;-118.159;0;Bottom;Via152
1011;;5050;66.0329;-39.8169;0;Top;RGB SMD LED25
1012;;;165.999;-57.8072;0;Bottom;Via317
1013;;;76.8096;-44.6408;0;Bottom;Copper Fill181
1014;;;26.0323;-68.068;0;Bottom;Via293
1015;;;25.2476;-54.2928;0;Bottom;Copper Fill150
1016;;;145.288;-93.739;0;Bottom;Copper Fill86
1017;;sot23-3;14.7889;-120.364;-90;Top;Q3
1018;;5050;66.0914;-88.8325;0;Top;RGB SMD LED130
1019;;;146.888;-44.6408;0;Bottom;Copper Fill182
1020;;;105.207;-32.5504;0;Bottom;Copper Fill203
1021;;;116.12;-138.144;0;Bottom;Via48
1022;;5050;136.134;-118.819;0;Top;RGB SMD LED45
1023;;5050;46.033;-39.8169;0;Top;RGB SMD LED21
1024;;;156.06;-58.2893;0;Bottom;Via327
1025;;;67.6789;-59.487;0;Bottom;Via441
1026;;;116.073;-88.2378;0;Bottom;Via382
1027;;5050;96.0913;-78.8325;0;Top;RGB SMD LED159
1028;;;136.017;-50.432;0;Bottom;Copper Fill407
1029;;;106.02;-59.4744;0;Bottom;Copper Fill388
1030;;5050;36.02;-68.7904;0;Top;RGB SMD LED112
1031;;;76.8858;-73.7492;0;Bottom;Copper Fill121
1032;;;96.0374;-69.3042;0;Bottom;Copper Fill371
1033;;;124.502;-109.624;0;Bottom;Via230
1034;;;56.0555;-49.2404;0;Bottom;Via520
1035;;;116.154;-119.596;0;Bottom;Copper Fill296
1036;;;134.433;-40.3461;0;Bottom;Via34
1037;;;46.1264;-119.444;0;Bottom;Copper Fill290
1038;;;66.0654;-99.4286;0;Bottom;Copper Fill323
1039;;5050;176.139;-138.814;0;Top;RGB SMD LED16
1040;;;76.1492;-79.4134;0;Bottom;Copper Fill356
1041;;;126.047;-98.3191;0;Bottom;Via232
1042;;5050;176.028;-49.8037;0;Top;RGB SMD LED175
1043;;;146.085;-77.9878;0;Bottom;Via344
1044;;;143.967;-25.0955;0;Bottom;Copper Fill253
1045;;;96.08;-68.0073;0;Bottom;Via405
1046;;5050;166.091;-78.8325;0;Top;RGB SMD LED151
1047;;;36.8808;-131.407;0;Bottom;Copper Fill21
1048;;5050;36.02;-58.7905;0;Top;RGB SMD LED109
1049;;;86.868;-93.6374;0;Bottom;Copper Fill77
1050;;;94.4973;-119.274;0;Bottom;Via153
1051;;;67.7212;-99.474;0;Bottom;Via269
1052;;5050;66.0281;-49.8037;0;Top;RGB SMD LED169
1053;;;104.378;-40.5609;0;Bottom;Via52
1054;;;34.4799;-59.3902;0;Bottom;Via475
1055;;;74.4096;-109.422;0;Bottom;Via262
1056;;5050;156.028;-49.8037;0;Top;RGB SMD LED171
1057;;;155.245;-34.2776;0;Bottom;Copper Fill204
1058;;;114.484;-79.3154;0;Bottom;Via378
1059;;5050;66.0199;-58.7905;0;Top;RGB SMD LED132
1060;;SMD;20.0872;-12.8184;0;Bottom;XTAL 32.768kHz
1061;;;46.1284;-118.159;0;Bottom;Via183
1062;;5050;106.02;-68.7904;0;Top;RGB SMD LED101
1063;;;147.801;-119.263;0;Bottom;Via125
1064;;;56.1848;-59.4998;0;Bottom;Copper Fill383
1065;;;165.227;-33.2362;0;Bottom;Copper Fill217
1066;;;106.068;-118.361;0;Bottom;Via148
1067;;;56.0217;-88.09;0;Bottom;Via446
1068;;;117.675;-109.409;0;Bottom;Via234
1069;;;66.3956;-13.475;0;Bottom;Copper Fill441
1070;;;76.962;-133.668;0;Bottom;Copper Fill12
1071;;5050;96.1336;-128.819;0;Top;RGB SMD LED61
1072;;;96.012;-50.4066;0;Bottom;Copper Fill403
1073;;;81.026;-38.7988;0;Bottom;Copper Fill417
1074;;;164.52;-139.526;0;Bottom;Via17
1075;;;166.07;-77.8492;0;Bottom;Via318
1076;;;102.21;-21.6919;0;Bottom;Copper Fill244
1077;;;175.959;-23.9652;0;Bottom;Copper Fill459
1078;;;115.291;-54.3182;0;Bottom;Copper Fill144
1079;;;85.9604;-128.025;0;Bottom;Via158
1080;;;44.4384;-89.4469;0;Bottom;Via463
1081;;;106.168;-108.035;0;Bottom;Via241
1082;;;27.5667;-40.2476;0;Bottom;Via6
1083;;;36.1013;-138.044;0;Bottom;Via93
1084;;5050;86.1336;-128.819;0;Top;RGB SMD LED59
1085;;;46.0248;-40.4244;0;Bottom;Copper Fill423
1086;;;116.103;-79.642;0;Bottom;Copper Fill359
1087;;;15.684;-108.388;0;Bottom;Via564
1088;;;106.02;-69.2534;0;Bottom;Copper Fill372
1089;;;127.708;-89.3969;0;Bottom;Via360
1090;;;156.185;-69.355;0;Bottom;Copper Fill377
1091;;;96.1029;-78.1721;0;Bottom;Via400
1092;;5050;136.02;-68.7904;0;Top;RGB SMD LED124
1093;;5050;36.1337;-128.819;0;Top;RGB SMD LED40
1094;;;94.4417;-129.237;0;Bottom;Via154
1095;;;57.7664;-79.1415;0;Bottom;Via450
1096;;;56.2864;-119.52;0;Bottom;Copper Fill291
1097;;;66.0908;-69.355;0;Bottom;Copper Fill369
1098;;5050;116.033;-39.8169;0;Top;RGB SMD LED19
1099;;;116.484;-12.0018;0;Bottom;Copper Fill227
1100;;;156.921;-102.273;0;Bottom;Copper Fill65
1101;;;61.6585;-20.9426;0;Bottom;Copper Fill449
1102;;;44.4858;-139.353;0;Bottom;Via89
1103;;5050;146.134;-128.819;0;Top;RGB SMD LED51
1104;;;167.65;-69.2652;0;Bottom;Via311
1105;;;136.068;-79.4642;0;Bottom;Copper Fill361
1106;;5050;116.062;-98.7774;0;Top;RGB SMD LED69
1107;;sot23-3;12.7889;-100.364;-90;Top;Q5
1108;;;107.671;-59.3197;0;Bottom;Via394
1109;;5050;146.02;-58.7905;0;Top;RGB SMD LED135
1110;;;126.848;-44.9202;0;Bottom;Copper Fill168
1111;;;166.827;-44.6662;0;Bottom;Copper Fill186
1112;220;THT;171.159;-20.1141;0;Bottom;R7 10kOhm
1113;;;66.04;-50.4828;0;Bottom;Copper Fill400
1114;;;126.898;-93.866;0;Bottom;Copper Fill71
1115;;5050;166.139;-138.814;0;Top;RGB SMD LED15
1116;;;47.7328;-139.062;0;Bottom;Via85
1117;;;65.2272;-45.0218;0;Bottom;Copper Fill177
1118;;;136.009;-108.207;0;Bottom;Via227
1119;;5050;96.0622;-108.777;0;Top;RGB SMD LED93
1120;;;77.6227;-50.2098;0;Bottom;Via513
1121;;;126.632;-21.1966;0;Bottom;Copper Fill246
1122;;;97.7508;-89.4469;0;Bottom;Via396
1123;;5050;56.0914;-78.8325;0;Top;RGB SMD LED127
1124;;;80.1116;-12.332;0;Bottom;Copper Fill442
1125;;;115.265;-33.668;0;Bottom;Copper Fill195
1126;;;180.442;-15.4435;0;Bottom;Copper Fill466
1127;;5050;156.139;-138.814;0;Top;RGB SMD LED14
1128;;;146.05;-99.2762;0;Bottom;Copper Fill331
1129;;;107.743;-79.3619;0;Bottom;Via393
1130;;5050;66.0199;-68.7904;0;Top;RGB SMD LED129
1131;;;94.3965;-40.2713;0;Bottom;Via58
1132;;;46.0632;-67.862;0;Bottom;Via460
1133;;;154.523;-129.52;0;Bottom;Via118
1134;;;64.4257;-99.8132;0;Bottom;Via267
1135;;;106.07;-109.335;0;Bottom;Copper Fill311
1136;;5050;176.062;-98.7774;0;Top;RGB SMD LED94
1137;;;75.9751;-49.0465;0;Bottom;Via514
1138;;;87.6212;-79.0444;0;Bottom;Via410
1139;;5050;76.0913;-88.8325;0;Top;RGB SMD LED144
1140;;;95.3262;-123.635;0;Bottom;Copper Fill28
1141;;;95.3262;-113.703;0;Bottom;Copper Fill47
1142;;;117.633;-69.255;0;Bottom;Via371
1143;;;34.5502;-139.45;0;Bottom;Via96
1144;;;126.136;-119.545;0;Bottom;Copper Fill297
1145;;;106.096;-89.3956;0;Bottom;Copper Fill343
1146;;;24.3952;-59.3326;0;Bottom;Via291
1147;;;156.921;-73.7238;0;Bottom;Copper Fill116
1148;;5050;136.028;-49.8037;0;Top;RGB SMD LED167
1149;;;135.23;-34.8872;0;Bottom;Copper Fill213
1150;;5050;156.134;-128.819;0;Top;RGB SMD LED54
1151;;;126.063;-128.113;0;Bottom;Via133
1152;;5050;66.0623;-108.777;0;Top;RGB SMD LED81
1153;;;26.0452;-49.3267;0;Bottom;Via528
1154;;;76.073;-50.3558;0;Bottom;Copper Fill401
1155;;;177.7;-50.5318;0;Bottom;Via485
1156;;;126.848;-63.767;0;Bottom;Copper Fill129
1157;;;26.8732;-32.7282;0;Bottom;Copper Fill209
1158;;;9.73886;-25.3641;0;Bottom;Via556
1159;;;44.367;-59.3902;0;Bottom;Via466
1160;;;135.923;-58.2035;0;Bottom;Via351
1161;;5050;26.0624;-108.777;0;Top;RGB SMD LED68
1162;;5050;26.0282;-49.8037;0;Top;RGB SMD LED161
1163;;;98.7933;-9.3602;0;Bottom;Copper Fill245
1164;;5050;176.133;-128.819;0;Top;RGB SMD LED63
1165;;;24.4032;-50.3458;0;Bottom;Via481
1166;;jst-2-pth;42.7389;-10.4641;0;Bottom;+ Batt -
1167;;;136.024;-128.07;0;Bottom;Via131
1168;;;34.4314;-69.316;0;Bottom;Via477
1169;;;167.68;-79.5211;0;Bottom;Via313
1170;;;154.484;-40.3461;0;Bottom;Via22
1171;;;145.263;-83.706;0;Bottom;Copper Fill95
1172;;5050;176.02;-68.7904;0;Top;RGB SMD LED158
1173;;;144.453;-119.263;0;Bottom;Via123
1174;;;54.4477;-69.316;0;Bottom;Via447
1175;;;147.759;-79.2762;0;Bottom;Via345
1176;;;166.141;-119.291;0;Bottom;Copper Fill301
1177;;;116.053;-109.436;0;Bottom;Copper Fill312
1178;;5050;96.0622;-98.7774;0;Top;RGB SMD LED96
1179;;5050;126.028;-49.8037;0;Top;RGB SMD LED166
1180;;;136.931;-133.769;0;Bottom;Copper Fill4
1181;;;57.8087;-119.128;0;Bottom;Via177
1182;;5050;156.02;-58.7905;0;Top;RGB SMD LED138
1183;;;117.691;-129.273;0;Bottom;Via138
1184;;;35.9466;-38.9141;0;Bottom;Via94
1185;;;106.147;-139.357;0;Bottom;Copper Fill267
1186;;;156.073;-39.3157;0;Bottom;Via21
1187;;;105.954;-58.3322;0;Bottom;Via392
1188;;;46.1213;-127.88;0;Bottom;Via182
1189;;;55.2704;-44.9456;0;Bottom;Copper Fill176
1190;;;11.7389;-27.3641;0;Bottom;Via554
1191;;;56.1185;-78.2689;0;Bottom;Via452
1192;;;146.17;-88.0231;0;Bottom;Via337
1193;;;176.911;-101.384;0;Bottom;Copper Fill66
1194;;5050;126.062;-108.777;0;Top;RGB SMD LED74
1195;;;35.9421;-48.9011;0;Bottom;Via526
1196;;;54.4562;-50.6458;0;Bottom;Via521
1197;;5050;146.134;-118.819;0;Top;RGB SMD LED52
1198;;;86.021;-138.141;0;Bottom;Via63
1199;;;47.7049;-99.474;0;Bottom;Via277
1200;;;76.8858;-83.6298;0;Bottom;Copper Fill97
1201;;5050;26.0328;-39.8169;0;Top;RGB SMD LED18
1202;;;126.162;-129.426;0;Bottom;Copper Fill282
1203;;;96.1514;-88.2353;0;Bottom;Via406
1204;;;136.068;-99.3778;0;Bottom;Copper Fill330
1205;;;66.0654;-109.385;0;Bottom;Copper Fill307
1206;;;44.4252;-129.237;0;Bottom;Via184
1207;;;136.855;-103.874;0;Bottom;Copper Fill60
1208;;;64.4257;-109.519;0;Bottom;Via266
1209;;;37.6301;-59.3902;0;Bottom;Via468
1210;;;147.688;-59.2339;0;Bottom;Via346
1211;;;26.0096;-40.526;0;Bottom;Copper Fill421
1212;;;165.303;-93.6374;0;Bottom;Copper Fill87
1213;;sot23-3;10.7889;-80.3641;-90;Top;Q7
1214;;;124.578;-139.604;0;Bottom;Via39
1215;;;54.49;-109.471;0;Bottom;Via272
1216;;;64.9478;-24.8288;0;Bottom;Copper Fill219
1217;;;105.385;-27.0894;0;Bottom;Copper Fill437
1218;;5050;26.1387;-138.814;0;Top;RGB SMD LED1
1219;;;106.197;-88.1089;0;Bottom;Via385
1220;;;98.1964;-21.4379;0;Bottom;Copper Fill241
1221;;5050;66.1337;-118.819;0;Top;RGB SMD LED50
1222;;;145.212;-44.5646;0;Bottom;Copper Fill184
1223;;;127.755;-139.303;0;Bottom;Via37
1224;;;74.5067;-99.474;0;Bottom;Via263
1225;;;114.413;-69.2121;0;Bottom;Via380
1226;;;45.2882;-93.7136;0;Bottom;Copper Fill83
1227;;sot23-3;9.78886;-70.3641;-90;Top;Q8
1228;;;107.704;-139.518;0;Bottom;Via49
1229;;;177.692;-129.124;0;Bottom;Via102
1230;;;65.2526;-73.8;0;Bottom;Copper Fill111
1231;;;178.664;-17.6787;0;Bottom;Copper Fill463
1232;;;56.134;-139.357;0;Bottom;Copper Fill262
1233;;;99.9998;-75.0192;0;Bottom;Copper Fill440
1234;;;104.437;-79.5764;0;Bottom;Via389
1235;;;26.035;-99.4794;0;Bottom;Copper Fill319
1236;;;66.04;-59.449;0;Bottom;Copper Fill384
1237;;5050;26.1338;-118.819;0;Top;RGB SMD LED33
1238;;;66.145;-118.256;0;Bottom;Via172
1239;;;88.7389;-23.3641;0;Bottom;Via569
1240;;;84.4612;-40.3196;0;Bottom;Via65
1241;;;107.714;-99.3066;0;Bottom;Via245
1242;;;27.6676;-119.25;0;Bottom;Via101
1243;;;37.6724;-99.3771;0;Bottom;Via282
1244;;;46.863;-54.3436;0;Bottom;Copper Fill153
1245;;;86.119;-78.3174;0;Bottom;Via418
1246;;;26.0096;-50.5336;0;Bottom;Copper Fill396
1247;;;54.5191;-79.6747;0;Bottom;Via454
1248;;;176.095;-127.812;0;Bottom;Via103
1249;;;157.772;-79.4116;0;Bottom;Via323
1250;;5050;66.0623;-98.7774;0;Top;RGB SMD LED82
1251;;;176.098;-89.3956;0;Bottom;Copper Fill350
1252;;;176.149;-129.299;0;Bottom;Copper Fill287
1253;;;64.4415;-129.382;0;Bottom;Via170
1254;;;177.805;-119.547;0;Bottom;Via107
1255;;;135.936;-39.2299;0;Bottom;Via33
1256;;;87.6893;-109.034;0;Bottom;Via252
1257;;5050;166.062;-98.7774;0;Top;RGB SMD LED92
1258;;5050;136.033;-39.8169;0;Top;RGB SMD LED23
1259;;;77.6145;-59.1963;0;Bottom;Via421
1260;;;76.1238;-89.3448;0;Bottom;Copper Fill340
1261;;;36.068;-109.385;0;Bottom;Copper Fill304
1262;;;47.7508;-22.3956;0;Bottom;Via587
1263;;5050;26.0202;-68.7904;0;Top;RGB SMD LED103
1264;;;164.473;-89.6196;0;Bottom;Via319
1265;;;75.2856;-125.997;0;Bottom;Copper Fill33
1266;;sot23-3;16.7888;-140.364;-90;Top;Q1
